epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202050,2020-12-10,272,MS,,50,state,111335,3962.95429,1550,1897,9,17,2809394,False,False
202050,2020-12-10,266,MT,,51,state,165454,4692.10656,742,4233,11,0.0256,3526220,False,False
202050,2020-12-10,268,PA,,15,state,278858,3208.67774,792,6980,8,25,8690745,False,False
202050,2020-12-10,274,PB,,25,state,152073,3764.85693,761,3407,16,0.0224,4039277,False,False
202050,2020-12-10,274,PE,,26,state,195118,2028.96631,1588,9229,29,0.0473,9616621,False,False
202050,2020-12-10,267,PI,,22,state,133870,4079.56166,534,2714,10,0.0203,3281480,False,False
202050,2020-12-10,274,PR,,41,state,317861,2759.96714,3981,6653,45,0.0209,11516840,False,False
202050,2020-12-10,281,RJ,,33,state,381644,2197.62666,3560,23546,116,0.0617,17366189,False,False
202050,2020-12-10,274,RN,,24,state,102836,2909.76794,1144,2798,17,0.0272,3534165,False,False
202050,2020-12-10,266,RO,,11,state,84919,4727.01869,514,1628,11,0.0192,1796460,False,False
202050,2020-12-10,265,RR,,14,state,65974,10452.46926,379,753,4,0.0114,631181,False,False
202050,2020-12-10,276,RS,,43,state,363979,3186.37714,4435,7452,64,0.0205,11422973,False,False
202050,2020-12-10,274,SC,,42,state,416752,5746.32037,5121,4224,41,0.0101,7252502,False,False
202050,2020-12-10,272,SE,,28,state,96990,4182.72726,644,2351,5,0.0242,2318822,False,False
202050,2020-12-10,290,SP,,35,state,1316371,2843.78909,9786,43661,200,0.0332,46289333,False,False
202050,2020-12-10,268,TO,,17,state,84963,5342.75157,326,1195,3,0.0141,1590248,False,False
202050,2020-12-09,268,AC,,12,state,37672,4211.65606,116,742,5,0.0197,894470,False,False
202050,2020-12-09,277,AL,,27,state,97248,2901.58891,275,2363,3,0.0243,3351543,False,False
202050,2020-12-09,272,AM,,13,state,184268,4379.29004,438,4972,3,27,4207714,False,False
202050,2020-12-09,265,AP,,16,state,61925,7185.76702,318,838,5,0.0135,861773,False,False
202050,2020-12-09,279,BA,,29,state,431786,2891.94685,3752,8502,28,0.0197,14930634,False,False
202050,2020-12-09,269,CE,,23,state,312068,3396.80528,2900,9762,24,0.0313,9187103,False,False
202050,2020-12-09,278,DF,,53,state,236322,7735.20375,842,4032,21,0.0171,3055149,False,False
202050,2020-12-09,280,ES,,32,state,206984,5093.04507,2419,4485,30,0.0217,4064052,False,False
202050,2020-12-09,273,GO,,52,state,290107,4078.23671,1285,6520,16,0.0225,7113540,False,False
202050,2020-12-09,265,MA,,21,state,195958,2754.30882,369,4355,6,0.0222,7114598,False,False
202050,2020-12-09,277,MG,,31,state,448880,2108.14371,4080,10429,84,0.0232,21292666,False,False
202050,2020-12-09,271,MS,,50,state,109785,3907.78225,1236,1888,18,0.0172,2809394,False,False
202050,2020-12-09,265,MT,,51,state,164712,4671.0642,948,4222,6,0.0256,3526220,False,False
202050,2020-12-09,267,PA,,15,state,278066,3199.56459,1046,6972,9,0.0251,8690745,False,False
202050,2020-12-09,273,PB,,25,state,151312,3746.01692,737,3391,11,0.0224,4039277,False,False
202050,2020-12-09,273,PE,,26,state,193530,2012.45323,1133,9200,14,0.0475,9616621,False,False
202050,2020-12-09,266,PI,,22,state,133336,4063.28852,618,2704,9,0.0203,3281480,False,False
202050,2020-12-09,273,PR,,41,state,313880,2725.40037,5069,6608,69,0.0211,11516840,False,False
202050,2020-12-09,280,RJ,,33,state,378084,2177.12706,3331,23430,160,62,17366189,False,False
202050,2020-12-09,273,RN,,24,state,101692,2877.3982,1374,2781,11,0.0273,3534165,False,False
202050,2020-12-09,265,RO,,11,state,84405,4698.40687,446,1617,7,0.0192,1796460,False,False
202050,2020-12-09,264,RR,,14,state,65595,10392.42309,377,749,4,0.0114,631181,False,False
202050,2020-12-09,275,RS,,43,state,359544,3147.55187,4861,7388,72,0.0205,11422973,False,False
202050,2020-12-09,273,SC,,42,state,411631,5675.71026,5628,4183,51,0.0102,7252502,False,False
202050,2020-12-09,271,SE,,28,state,96346,4154.95454,853,2346,5,0.0243,2318822,False,False
202050,2020-12-09,289,SP,,35,state,1306585,2822.64815,9784,43461,179,0.0333,46289333,False,False
202050,2020-12-09,267,TO,,17,state,84637,5322.25162,356,1192,2,0.0141,1590248,False,False
202050,2020-12-08,267,AC,,12,state,37556,4198.68749,128,737,1,0.0196,894470,False,False
202050,2020-12-08,276,AL,,27,state,96973,2893.38373,189,2360,3,0.0243,3351543,False,False
202050,2020-12-08,271,AM,,13,state,183830,4368.88058,955,4969,5,27,4207714,False,False
202050,2020-12-08,264,AP,,16,state,61607,7148.86635,214,833,3,0.0135,861773,False,False
202050,2020-12-08,278,BA,,29,state,428034,2866.81731,3330,8474,29,0.0198,14930634,False,False
202050,2020-12-08,268,CE,,23,state,309168,3365.23929,895,9738,1,0.0315,9187103,False,False
202050,2020-12-08,277,DF,,53,state,235480,7707.64372,1104,4011,10,17,3055149,False,False
202050,2020-12-08,279,ES,,32,state,204565,5033.52319,2418,4455,24,0.0218,4064052,False,False
202050,2020-12-08,272,GO,,52,state,288822,4060.17257,1577,6504,24,0.0225,7113540,False,False
202050,2020-12-08,264,MA,,21,state,195589,2749.1223,368,4349,5,0.0222,7114598,False,False
202050,2020-12-08,276,MG,,31,state,444800,2088.98219,2614,10345,4,0.0233,21292666,False,False
202050,2020-12-08,270,MS,,50,state,108549,3863.78699,1314,1870,18,0.0172,2809394,False,False
202050,2020-12-08,264,MT,,51,state,163764,4644.17989,762,4216,13,0.0257,3526220,False,False
202050,2020-12-08,266,PA,,15,state,277020,3187.5288,799,6963,4,0.0251,8690745,False,False
202050,2020-12-08,272,PB,,25,state,150575,3727.77108,586,3380,13,0.0224,4039277,False,False
202050,2020-12-08,272,PE,,26,state,192397,2000.67155,1236,9186,16,0.0477,9616621,False,False
202050,2020-12-08,265,PI,,22,state,132718,4044.45555,623,2695,4,0.0203,3281480,False,False
202050,2020-12-08,272,PR,,41,state,308811,2681.38656,4591,6539,68,0.0212,11516840,False,False
202050,2020-12-08,279,RJ,,33,state,374753,2157.94611,3377,23270,119,0.0621,17366189,False,False
202050,2020-12-08,272,RN,,24,state,100318,2838.52056,1014,2770,6,0.0276,3534165,False,False
202050,2020-12-08,264,RO,,11,state,83959,4673.58026,567,1610,6,0.0192,1796460,False,False
202050,2020-12-08,263,RR,,14,state,65218,10332.69379,134,745,1,0.0114,631181,False,False
202050,2020-12-08,274,RS,,43,state,354683,3104.99727,4114,7316,81,0.0206,11422973,False,False
202050,2020-12-08,272,SC,,42,state,406003,5598.10945,6312,4132,91,0.0102,7252502,False,False
202050,2020-12-08,270,SE,,28,state,95493,4118.16862,319,2341,4,0.0245,2318822,False,False
202050,2020-12-08,288,SP,,35,state,1296801,2801.51153,7923,43282,242,0.0334,46289333,False,False
202050,2020-12-08,266,TO,,17,state,84281,5299.86518,333,1190,3,0.0141,1590248,False,False
202050,2020-12-07,266,AC,,12,state,37428,4184.37734,107,736,4,0.0197,894470,False,False
202050,2020-12-07,275,AL,,27,state,96784,2887.74454,152,2357,3,0.0244,3351543,False,False
202050,2020-12-07,270,AM,,13,state,182875,4346.18418,207,4964,13,0.0271,4207714,False,False
202050,2020-12-07,263,AP,,16,state,61393,7124.03382,216,830,4,0.0135,861773,False,False
202050,2020-12-07,277,BA,,29,state,424704,2844.51417,1580,8445,27,0.0199,14930634,False,False
202050,2020-12-07,267,CE,,23,state,308273,3355.49737,3633,9737,33,0.0316,9187103,False,False
202050,2020-12-07,276,DF,,53,state,234376,7671508,645,4001,16,0.0171,3055149,False,False
202050,2020-12-07,278,ES,,32,state,202147,4974.02592,1890,4431,34,0.0219,4064052,False,False
202050,2020-12-07,271,GO,,52,state,287245,4038.00358,1201,6480,20,0.0226,7113540,False,False
202050,2020-12-07,263,MA,,21,state,195221,2743.94983,135,4344,5,0.0223,7114598,False,False
202050,2020-12-07,275,MG,,31,state,442186,2076.70566,871,10341,5,0.0234,21292666,False,False
202050,2020-12-07,269,MS,,50,state,107235,3817.01534,1989,1852,11,0.0173,2809394,False,False
202050,2020-12-07,263,MT,,51,state,163002,4622.57034,613,4203,12,0.0258,3526220,False,False
202050,2020-12-07,265,PA,,15,state,276221,3178.33511,670,6959,5,0.0252,8690745,False,False
202050,2020-12-07,271,PB,,25,state,149989,3713.26354,604,3367,8,0.0224,4039277,False,False
202050,2020-12-07,271,PE,,26,state,191161,1987.8188,746,9170,22,48,9616621,False,False
202050,2020-12-07,264,PI,,22,state,132095,4025.47021,641,2691,11,0.0204,3281480,False,False
202050,2020-12-07,271,PR,,41,state,304220,2641.5232,2710,6471,38,0.0213,11516840,False,False
202050,2020-12-07,278,RJ,,33,state,371376,2138.50028,301,23151,20,0.0623,17366189,False,False
202050,2020-12-07,271,RN,,24,state,99304,2809.8292,281,2764,12,0.0278,3534165,False,False
202050,2020-12-07,263,RO,,11,state,83392,4642.01819,483,1604,8,0.0192,1796460,False,False
202050,2020-12-07,262,RR,,14,state,65084,10311.46375,69,744,0,0.0114,631181,False,False
202050,2020-12-07,273,RS,,43,state,350569,3068.98213,1534,7235,52,0.0206,11422973,False,False
202050,2020-12-07,271,SC,,42,state,399691,5511.07742,3503,4041,30,0.0101,7252502,False,False
202050,2020-12-07,269,SE,,28,state,95174,4104.41164,723,2337,4,0.0246,2318822,False,False
202050,2020-12-07,287,SP,,35,state,1288878,2784.39527,1116,43040,25,0.0334,46289333,False,False
202050,2020-12-07,265,TO,,17,state,83948,5278.92505,404,1187,3,0.0141,1590248,False,False
202050,2020-12-06,265,AC,,12,state,37321,4172.41495,44,732,0,0.0196,894470,False,False
202050,2020-12-06,274,AL,,27,state,96632,2883.20932,332,2354,3,0.0244,3351543,False,False
202050,2020-12-06,269,AM,,13,state,182668,4341.26464,331,4951,5,0.0271,4207714,False,False
202050,2020-12-06,262,AP,,16,state,61177,7098.96922,124,826,0,0.0135,861773,False,False
202050,2020-12-06,276,BA,,29,state,423124,2833.9319,4080,8418,30,0.0199,14930634,False,False
202050,2020-12-06,266,CE,,23,state,304640,3315.95281,197,9704,11,0.0319,9187103,False,False
202050,2020-12-06,275,DF,,53,state,233731,7650.3961,355,3985,7,17,3055149,False,False
202050,2020-12-06,277,ES,,32,state,200257,4927.52061,1310,4397,12,22,4064052,False,False
202050,2020-12-06,270,GO,,52,state,286044,4021.12029,73,6460,5,0.0226,7113540,False,False
202050,2020-12-06,262,MA,,21,state,195086,2742.05233,66,4339,4,0.0222,7114598,False,False
202050,2020-12-06,274,MG,,31,state,441315,2072.61505,3011,10336,53,0.0234,21292666,False,False
202050,2020-12-06,268,MS,,50,state,105246,3746.21716,23,1841,8,0.0175,2809394,False,False
202050,2020-12-06,262,MT,,51,state,162389,4605.18629,203,4191,5,0.0258,3526220,False,False
202050,2020-12-06,264,PA,,15,state,275551,3170.62576,502,6954,4,0.0252,8690745,False,False
202050,2020-12-06,270,PB,,25,state,149385,3698.31037,673,3359,14,0.0225,4039277,False,False
202050,2020-12-06,270,PE,,26,state,190415,1980.0614,765,9148,8,48,9616621,False,False
202050,2020-12-06,263,PI,,22,state,131454,4005.93635,470,2680,7,0.0204,3281480,False,False
202050,2020-12-06,270,PR,,41,state,301510,2617.99244,1239,6433,12,0.0213,11516840,False,False
202050,2020-12-06,277,RJ,,33,state,371075,2136.76702,808,23131,32,0.0623,17366189,False,False
202050,2020-12-06,270,RN,,24,state,99023,2801.87824,988,2752,16,0.0278,3534165,False,False
202050,2020-12-06,262,RO,,11,state,82909,4615.13198,501,1596,3,0.0193,1796460,False,False
202050,2020-12-06,261,RR,,14,state,65015,10300.53186,110,744,0,0.0114,631181,False,False
202050,2020-12-06,272,RS,,43,state,349035,3055.55305,2234,7183,17,0.0206,11422973,False,False
202050,2020-12-06,270,SC,,42,state,396188,5462.77685,2586,4011,31,0.0101,7252502,False,False
202050,2020-12-06,268,SE,,28,state,94451,4073.23201,2597,2333,4,0.0247,2318822,False,False
202050,2020-12-06,286,SP,,35,state,1287762,2781.98435,2675,43015,46,0.0334,46289333,False,False
202050,2020-12-06,264,TO,,17,state,83544,5253.52021,133,1184,2,0.0142,1590248,False,False
202049,2020-12-05,264,AC,,12,state,37277,4167.49584,125,732,1,0.0196,894470,False,False
202049,2020-12-05,273,AL,,27,state,96300,2873.30343,402,2351,2,0.0244,3351543,False,False
202049,2020-12-05,268,AM,,13,state,182337,4333.39813,706,4946,10,0.0271,4207714,False,False
202049,2020-12-05,261,AP,,16,state,61053,7084.58028,302,826,3,0.0135,861773,False,False
202049,2020-12-05,275,BA,,29,state,419044,2806.60553,2310,8388,28,0.02,14930634,False,False
202049,2020-12-05,265,CE,,23,state,304443,3313.8085,575,9693,10,0.0318,9187103,False,False
202049,2020-12-05,274,DF,,53,state,233376,7638.77637,595,3978,10,17,3055149,False,False
202049,2020-12-05,276,ES,,32,state,198947,4895.28677,1843,4385,12,22,4064052,False,False
202049,2020-12-05,269,GO,,52,state,285971,4020.09407,147,6455,17,0.0226,7113540,False,False
202049,2020-12-05,261,MA,,21,state,195020,2741.12466,220,4335,5,0.0222,7114598,False,False
202049,2020-12-05,273,MG,,31,state,438304,2058.47403,5223,10283,56,0.0235,21292666,False,False
202049,2020-12-05,267,MS,,50,state,105223,3745.39847,496,1833,6,0.0174,2809394,False,False
202049,2020-12-05,261,MT,,51,state,162186,4599.42942,385,4186,7,0.0258,3526220,False,False
202049,2020-12-05,263,PA,,15,state,275049,3164.8495,504,6950,6,0.0253,8690745,False,False
202049,2020-12-05,269,PB,,25,state,148712,3681.64897,709,3345,7,0.0225,4039277,False,False
202049,2020-12-05,269,PE,,26,state,189650,1972.10642,1518,9140,21,0.0482,9616621,False,False
202049,2020-12-05,262,PI,,22,state,130984,3991.61354,445,2673,7,0.0204,3281480,False,False
202049,2020-12-05,269,PR,,41,state,300271,2607.23428,2860,6421,62,0.0214,11516840,False,False
202049,2020-12-05,276,RJ,,33,state,370267,2132.11431,2626,23099,82,0.0624,17366189,False,False
202049,2020-12-05,269,RN,,24,state,98035,2773.92255,0,2736,0,0.0279,3534165,False,True
202049,2020-12-05,261,RO,,11,state,82408,4587.2438,344,1593,4,0.0193,1796460,False,False
202049,2020-12-05,260,RR,,14,state,64905,10283.10421,220,744,0,0.0115,631181,False,False
202049,2020-12-05,271,RS,,43,state,346801,3035.99597,4766,7166,62,0.0207,11422973,False,False
202049,2020-12-05,269,SC,,42,state,393602,5427.12019,3851,3980,41,0.0101,7252502,False,False
202049,2020-12-05,267,SE,,28,state,91854,3961.23549,61,2329,5,0.0254,2318822,False,False
202049,2020-12-05,285,SP,,35,state,1285087,2776.20548,8938,42969,181,0.0334,46289333,False,False
202049,2020-12-05,263,TO,,17,state,83411,5245.15673,111,1182,3,0.0142,1590248,False,False
202049,2020-12-04,263,AC,,12,state,37152,4153.52108,253,731,1,0.0197,894470,False,False
202049,2020-12-04,272,AL,,27,state,95898,2861.30896,255,2349,3,0.0245,3351543,False,False
202049,2020-12-04,267,AM,,13,state,181631,4316.61943,789,4936,4,0.0272,4207714,False,False
202049,2020-12-04,260,AP,,16,state,60751,7049.53625,360,823,4,0.0135,861773,False,False
202049,2020-12-04,274,BA,,29,state,416734,2791.13399,4049,8360,24,0.0201,14930634,False,False
202049,2020-12-04,264,CE,,23,state,303868,3307.54972,700,9683,26,0.0319,9187103,False,False
202049,2020-12-04,273,DF,,53,state,232781,7619.30106,1355,3968,6,17,3055149,False,False
202049,2020-12-04,275,ES,,32,state,197104,4849.93794,1667,4373,24,0.0222,4064052,False,False
202049,2020-12-04,268,GO,,52,state,285824,4018.02759,1256,6438,18,0.0225,7113540,False,False
202049,2020-12-04,260,MA,,21,state,194800,2738.03242,480,4330,8,0.0222,7114598,False,False
202049,2020-12-04,272,MG,,31,state,433081,2033.94446,4291,10227,40,0.0236,21292666,False,False
202049,2020-12-04,266,MS,,50,state,104727,3727.74342,1294,1827,9,0.0174,2809394,False,False
202049,2020-12-04,260,MT,,51,state,161801,4588.51121,685,4179,15,0.0258,3526220,False,False
202049,2020-12-04,262,PA,,15,state,274545,3159.05023,792,6944,5,0.0253,8690745,False,False
202049,2020-12-04,268,PB,,25,state,148003,3664.09632,729,3338,12,0.0226,4039277,False,False
202049,2020-12-04,268,PE,,26,state,188132,1956.32125,1094,9119,21,0.0485,9616621,False,False
202049,2020-12-04,261,PI,,22,state,130539,3978.05259,714,2666,8,0.0204,3281480,False,False
202049,2020-12-04,268,PR,,41,state,297411,2582.40108,3442,6359,45,0.0214,11516840,False,False
202049,2020-12-04,275,RJ,,33,state,367641,2116.99297,2456,23017,126,0.0626,17366189,False,False
202049,2020-12-04,268,RN,,24,state,98035,2773.92255,488,2736,10,0.0279,3534165,False,False
202049,2020-12-04,260,RO,,11,state,82064,4568.09503,331,1589,3,0.0194,1796460,False,False
202049,2020-12-04,259,RR,,14,state,64685,10248.24892,368,744,4,0.0115,631181,False,False
202049,2020-12-04,270,RS,,43,state,342035,2994.27303,5032,7104,61,0.0208,11422973,False,False
202049,2020-12-04,268,SC,,42,state,389751,5374.02127,6174,3939,41,0.0101,7252502,False,False
202049,2020-12-04,266,SE,,28,state,91793,3958.60484,75,2324,4,0.0253,2318822,False,False
202049,2020-12-04,284,SP,,35,state,1276149,2756.8965,8237,42788,151,0.0335,46289333,False,False
202049,2020-12-04,262,TO,,17,state,83300,5238.17669,305,1179,4,0.0142,1590248,False,False
202049,2020-12-03,262,AC,,12,state,36899,4125.23617,153,730,3,0.0198,894470,False,False
202049,2020-12-03,271,AL,,27,state,95643,2853.70052,255,2346,2,0.0245,3351543,False,False
202049,2020-12-03,266,AM,,13,state,180842,4297.86815,879,4932,20,0.0273,4207714,False,False
202049,2020-12-03,259,AP,,16,state,60391,7007.7619,541,819,5,0.0136,861773,False,False
202049,2020-12-03,273,BA,,29,state,412685,2764.01525,3268,8336,21,0.0202,14930634,False,False
202049,2020-12-03,263,CE,,23,state,303168,3299.93035,1366,9657,17,0.0319,9187103,False,False
202049,2020-12-03,272,DF,,53,state,231426,7574.9497,521,3962,7,0.0171,3055149,False,False
202049,2020-12-03,274,ES,,32,state,195437,4808.91977,1612,4349,27,0.0223,4064052,False,False
202049,2020-12-03,267,GO,,52,state,284568,4000.37112,1126,6420,19,0.0226,7113540,False,False
202049,2020-12-03,259,MA,,21,state,194320,2731.28573,437,4322,9,0.0222,7114598,False,False
202049,2020-12-03,271,MG,,31,state,428790,2013.79198,4635,10187,66,0.0238,21292666,False,False
202049,2020-12-03,265,MS,,50,state,103433,3681.68367,1197,1818,14,0.0176,2809394,False,False
202049,2020-12-03,259,MT,,51,state,161116,4569.08531,576,4164,3,0.0258,3526220,False,False
202049,2020-12-03,261,PA,,15,state,273753,3149.93709,627,6939,6,0.0253,8690745,False,False
202049,2020-12-03,267,PB,,25,state,147274,3646.04854,746,3326,10,0.0226,4039277,False,False
202049,2020-12-03,267,PE,,26,state,187038,1944.94511,1431,9098,16,0.0486,9616621,False,False
202049,2020-12-03,260,PI,,22,state,129825,3956.29411,729,2658,8,0.0205,3281480,False,False
202049,2020-12-03,267,PR,,41,state,293969,2552.5144,5423,6314,71,0.0215,11516840,False,False
202049,2020-12-03,274,RJ,,33,state,365185,2102.85054,3788,22891,127,0.0627,17366189,False,False
202049,2020-12-03,267,RN,,24,state,97547,2760.11448,245,2726,4,0.0279,3534165,False,False
202049,2020-12-03,259,RO,,11,state,81733,4549.66991,411,1586,7,0.0194,1796460,False,False
202049,2020-12-03,258,RR,,14,state,64317,10189.94551,143,740,1,0.0115,631181,False,False
202049,2020-12-03,269,RS,,43,state,337003,2950.22145,5724,7043,70,0.0209,11422973,False,False
202049,2020-12-03,267,SC,,42,state,383577,5288.89203,4956,3898,43,0.0102,7252502,False,False
202049,2020-12-03,265,SE,,28,state,91718,3955.37044,798,2320,4,0.0253,2318822,False,False
202049,2020-12-03,283,SP,,35,state,1267912,2739.1019,8208,42637,181,0.0336,46289333,False,False
202049,2020-12-03,261,TO,,17,state,82995,5218.99729,344,1175,2,0.0142,1590248,False,False
202049,2020-12-02,261,AC,,12,state,36746,4108.13107,183,727,1,0.0198,894470,False,False
202049,2020-12-02,270,AL,,27,state,95388,2846.09208,236,2344,3,0.0246,3351543,False,False
202049,2020-12-02,265,AM,,13,state,179963,4276.97795,698,4912,16,0.0273,4207714,False,False
202049,2020-12-02,258,AP,,16,state,59850,6944.98435,427,814,4,0.0136,861773,False,False
202049,2020-12-02,272,BA,,29,state,409417,2742.12736,3228,8315,22,0.0203,14930634,False,False
202049,2020-12-02,262,CE,,23,state,301802,3285.06168,196,9640,2,0.0319,9187103,False,False
202049,2020-12-02,271,DF,,53,state,230905,7557.89652,783,3955,16,0.0171,3055149,False,False
202049,2020-12-02,273,ES,,32,state,193825,4769.25492,1852,4322,26,0.0223,4064052,False,False
202049,2020-12-02,266,GO,,52,state,283442,3984.54215,1807,6401,15,0.0226,7113540,False,False
202049,2020-12-02,258,MA,,21,state,193883,2725.14343,333,4313,8,0.0222,7114598,False,False
202049,2020-12-02,270,MG,,31,state,424155,1992.02392,4500,10121,70,0.0239,21292666,False,False
202049,2020-12-02,264,MS,,50,state,102236,3639.07661,1134,1804,11,0.0176,2809394,False,False
202049,2020-12-02,258,MT,,51,state,160540,4552.75054,814,4161,9,0.0259,3526220,False,False
202049,2020-12-02,260,PA,,15,state,273126,3142.72252,1001,6933,6,0.0254,8690745,False,False
202049,2020-12-02,266,PB,,25,state,146528,3627.57989,734,3316,11,0.0226,4039277,False,False
202049,2020-12-02,266,PE,,26,state,185607,1930.06462,1348,9082,26,0.0489,9616621,False,False
202049,2020-12-02,259,PI,,22,state,129096,3934.07853,664,2650,6,0.0205,3281480,False,False
202049,2020-12-02,266,PR,,41,state,288546,2505.42684,3223,6243,28,0.0216,11516840,False,False
202049,2020-12-02,273,RJ,,33,state,361397,2081.03804,3415,22764,81,63,17366189,False,False
202049,2020-12-02,266,RN,,24,state,97302,2753.18215,170,2722,7,28,3534165,False,False
202049,2020-12-02,258,RO,,11,state,81322,4526.79158,520,1579,12,0.0194,1796460,False,False
202049,2020-12-02,257,RR,,14,state,64174,10167.28957,275,739,5,0.0115,631181,False,False
202049,2020-12-02,268,RS,,43,state,331279,2900.11191,4854,6973,73,21,11422973,False,False
202049,2020-12-02,266,SC,,42,state,378621,5220.55699,6076,3855,46,0.0102,7252502,False,False
202049,2020-12-02,264,SE,,28,state,90920,3920.95642,534,2316,4,0.0255,2318822,False,False
202049,2020-12-02,282,SP,,35,state,1259704,2721.36995,9114,42456,166,0.0337,46289333,False,False
202049,2020-12-02,260,TO,,17,state,82651,5197.36544,356,1173,3,0.0142,1590248,False,False
202049,2020-12-01,260,AC,,12,state,36563,4087.67203,304,726,3,0.0199,894470,False,False
202049,2020-12-01,269,AL,,27,state,95152,2839.05055,168,2341,2,0.0246,3351543,False,False
202049,2020-12-01,264,AM,,13,state,179265,4260.38937,1065,4896,2,0.0273,4207714,False,False
202049,2020-12-01,257,AP,,16,state,59423,6895.43534,292,810,3,0.0136,861773,False,False
202049,2020-12-01,271,BA,,29,state,406189,2720.50738,3118,8293,25,0.0204,14930634,False,False
202049,2020-12-01,261,CE,,23,state,301606,3282.92825,355,9638,10,32,9187103,False,False
202049,2020-12-01,270,DF,,53,state,230122,7532.26766,976,3939,9,0.0171,3055149,False,False
202049,2020-12-01,272,ES,,32,state,191973,4723.68464,1972,4296,17,0.0224,4064052,False,False
202049,2020-12-01,265,GO,,52,state,281635,3959.13989,1743,6386,13,0.0227,7113540,False,False
202049,2020-12-01,257,MA,,21,state,193550,2720.46291,380,4305,9,0.0222,7114598,False,False
202049,2020-12-01,269,MG,,31,state,419655,1970.88988,3320,10051,10,24,21292666,False,False
202049,2020-12-01,263,MS,,50,state,101102,3598.71204,951,1793,13,0.0177,2809394,False,False
202049,2020-12-01,257,MT,,51,state,159726,4529.66633,744,4152,10,26,3526220,False,False
202049,2020-12-01,259,PA,,15,state,272125,3131.20452,897,6927,9,0.0255,8690745,False,False
202049,2020-12-01,265,PB,,25,state,145794,3609.40832,541,3305,10,0.0227,4039277,False,False
202049,2020-12-01,265,PE,,26,state,184259,1916.04723,1853,9056,19,0.0491,9616621,False,False
202049,2020-12-01,258,PI,,22,state,128432,3913.84375,746,2644,10,0.0206,3281480,False,False
202049,2020-12-01,265,PR,,41,state,285323,2477.44173,5239,6215,61,0.0218,11516840,False,False
202049,2020-12-01,272,RJ,,33,state,357982,2061.3734,3628,22683,93,0.0634,17366189,False,False
202049,2020-12-01,265,RN,,24,state,97132,2748.37196,1036,2715,9,28,3534165,False,False
202049,2020-12-01,257,RO,,11,state,80802,4497.84576,264,1567,6,0.0194,1796460,False,False
202049,2020-12-01,256,RR,,14,state,63899,10123.72045,327,734,6,0.0115,631181,False,False
202049,2020-12-01,267,RS,,43,state,326425,2857.61859,4367,6900,87,0.0211,11422973,False,False
202049,2020-12-01,265,SC,,42,state,372545,5136779,8201,3809,47,0.0102,7252502,False,False
202049,2020-12-01,263,SE,,28,state,90386,3897.92748,238,2312,4,0.0256,2318822,False,False
202049,2020-12-01,281,SP,,35,state,1250590,2701.68075,8937,42290,195,0.0338,46289333,False,False
202049,2020-12-01,259,TO,,17,state,82295,5174979,323,1170,3,0.0142,1590248,False,False
202049,2020-11-30,259,AC,,12,state,36259,4053.68542,179,723,0,0.0199,894470,False,False
202049,2020-11-30,268,AL,,27,state,94984,2834.03793,125,2339,3,0.0246,3351543,False,False
202049,2020-11-30,263,AM,,13,state,178200,4235.07871,209,4894,9,0.0275,4207714,False,False
202049,2020-11-30,256,AP,,16,state,59131,6861.55171,175,807,1,0.0136,861773,False,False
202049,2020-11-30,270,BA,,29,state,403071,2699.62414,1652,8268,21,0.0205,14930634,False,False
202049,2020-11-30,260,CE,,23,state,301251,3279.06414,1117,9628,21,32,9187103,False,False
202049,2020-11-30,269,DF,,53,state,229146,7500.32159,444,3930,5,0.0172,3055149,False,False
202049,2020-11-30,271,ES,,32,state,190001,4675.16164,1072,4279,27,0.0225,4064052,False,False
202049,2020-11-30,264,GO,,52,state,279892,3934.63733,932,6373,24,0.0228,7113540,False,False
202049,2020-11-30,256,MA,,21,state,193170,2715.12178,104,4296,9,0.0222,7114598,False,False
202049,2020-11-30,268,MG,,31,state,416335,1955.29766,1088,10041,10,0.0241,21292666,False,False
202049,2020-11-30,262,MS,,50,state,100151,3564.86132,1090,1780,11,0.0178,2809394,False,False
202049,2020-11-30,256,MT,,51,state,158982,4508.56725,565,4142,8,0.0261,3526220,False,False
202049,2020-11-30,258,PA,,15,state,271228,3120.88319,680,6918,3,0.0255,8690745,False,False
202049,2020-11-30,264,PB,,25,state,145253,3596.01483,41,3295,3,0.0227,4039277,False,False
202049,2020-11-30,264,PE,,26,state,182406,1896.7785,565,9037,7,0.0495,9616621,False,False
202049,2020-11-30,257,PI,,22,state,127686,3891.11011,672,2634,10,0.0206,3281480,False,False
202049,2020-11-30,264,PR,,41,state,280084,2431.95182,2377,6154,32,22,11516840,False,False
202049,2020-11-30,271,RJ,,33,state,354354,2040.48223,1038,22590,29,0.0637,17366189,False,False
202049,2020-11-30,264,RN,,24,state,96096,2719.05811,540,2706,7,0.0282,3534165,False,False
202049,2020-11-30,256,RO,,11,state,80538,4483.1502,483,1561,6,0.0194,1796460,False,False
202049,2020-11-30,255,RR,,14,state,63572,10071.91281,250,728,1,0.0115,631181,False,False
202049,2020-11-30,266,RS,,43,state,322058,2819.38861,1280,6813,37,0.0212,11422973,False,False
202049,2020-11-30,264,SC,,42,state,364344,5023.70079,5347,3762,41,0.0103,7252502,False,False
